,bedrooms,bathrooms,toilets,parking_space,price,title,town,state,cluster
1406,5,5,6,4,145000000,2,99,16,2
1407,5,6,6,4,125000000,2,99,16,2
1412,5,6,6,4,155000000,2,99,16,2
1416,5,5,6,4,150000000,2,99,16,2
1418,3,5,5,4,55000000,0,143,2,0
1420,5,6,7,4,135000000,4,10,16,2
1424,4,4,5,4,65000000,4,99,16,0
1425,5,5,5,4,165000000,2,99,16,2
1434,5,5,5,4,72000000,2,99,16,0
1438,4,4,5,4,68000000,4,99,16,0
1440,4,4,5,4,61000000,4,99,16,0
1442,4,5,5,4,55000000,6,47,1,0
1444,5,5,5,4,55000000,4,55,16,0
1445,5,5,5,4,45000000,1,150,16,0
1446,5,5,5,4,150000000,2,99,16,2
1448,5,5,5,4,140000000,2,99,16,2
1453,3,4,4,4,55000000,6,16,1,0
1454,3,5,5,4,50000000,1,93,16,0
1455,4,5,5,4,80000000,2,48,1,0
1456,4,4,5,4,95000000,4,99,16,0
1458,5,5,6,4,100000000,4,16,1,2
1460,4,4,5,4,230000000,6,68,16,1
1464,4,5,5,4,40000000,6,10,16,0
1465,4,5,5,4,125000000,2,106,16,2
1467,5,5,6,4,90000000,2,10,16,0
1469,5,5,6,4,85000000,2,99,16,0
1475,4,5,5,4,90000000,0,99,16,0
1476,6,5,5,4,250000000,2,19,1,1
1479,4,5,5,4,48000000,1,16,1,0
1480,4,5,5,4,42000000,4,77,1,0
1481,5,5,5,4,75000000,1,141,16,0
1482,5,5,6,4,155000000,2,99,16,2
1486,4,5,4,4,59000000,6,99,16,0
1487,6,5,5,4,40000000,2,126,8,0
1488,5,5,5,4,120000000,3,64,16,2
1490,4,5,5,4,50000000,6,47,1,0
1491,5,5,6,4,1200000,6,68,16,0
1492,4,5,5,4,140000000,2,99,16,2
1493,5,6,6,4,165000000,2,99,16,2
1495,3,3,4,4,65000000,0,99,16,0
1496,4,4,5,4,60000000,2,17,18,0
1497,5,5,6,4,65000000,6,99,16,0
1498,6,6,7,4,55000000,2,132,11,0
1502,4,4,5,4,280000000,2,68,16,1
1504,4,5,6,4,55000000,6,85,1,0
1506,4,5,5,4,70000000,2,99,16,0
1508,4,5,6,4,200000000,6,107,1,1
1509,4,5,5,4,120000000,2,106,16,2
1510,4,4,5,4,105000000,6,144,16,2
1511,4,4,5,4,90000000,2,99,16,0
1513,4,4,4,4,200000000,4,99,16,1
1514,4,4,5,4,90000000,2,99,16,0
1515,3,3,4,4,30000000,1,122,16,0
1516,4,4,5,4,115000000,6,99,16,2
1519,4,5,5,4,22000000,0,65,16,0
1521,5,5,6,4,160000000,2,99,16,2
1522,4,5,5,4,45000000,2,99,16,0
1523,5,5,6,4,270000000,2,99,16,1
1524,5,5,6,4,175000000,2,99,16,2
1527,4,4,5,4,70000000,6,78,1,0
1528,3,5,4,4,30000000,0,75,18,0
1531,5,6,7,4,95000000,2,99,16,0
1533,3,3,4,4,20000000,6,10,16,0
1535,5,5,6,4,80000000,2,99,16,0
1536,4,4,5,4,82000000,2,99,16,0
1537,4,4,5,4,61000000,4,99,16,0
1538,4,4,5,4,40000000,3,99,16,0
1540,5,5,6,4,270000000,2,99,16,1
1541,5,5,5,4,200000000,2,99,16,1
1543,5,5,6,4,130000000,2,99,16,2
1544,5,5,6,4,125000000,2,99,16,2
1545,4,4,5,4,130000000,6,144,16,2
1546,4,4,5,4,55000000,6,149,1,0
1547,5,5,5,4,240000000,2,99,16,1
1550,5,5,6,4,95000000,2,99,16,0
1551,4,4,5,4,55000000,4,103,1,0
1555,6,5,5,4,40000000,2,126,8,0
1558,4,5,5,4,130000000,2,99,16,2
1561,5,5,5,4,75000000,6,49,20,0
1563,4,5,5,4,125000000,6,47,1,2
1564,3,5,5,4,47000000,1,64,16,0
1566,3,3,4,4,55000000,6,99,16,0
1567,3,5,5,4,35000000,0,99,16,0
1568,4,4,5,4,65000000,4,99,16,0
1569,4,5,5,4,65000000,2,64,16,0
1570,4,4,5,4,250000000,4,16,1,1
1574,5,5,6,4,220000000,2,64,16,1
1576,4,4,5,4,68000000,4,85,1,0
1578,5,5,6,4,15000000,1,136,21,0
1584,4,4,5,4,260000000,4,68,16,1
1585,5,5,6,4,155000000,2,48,1,2
1586,3,3,4,4,35000000,6,38,10,0
1589,4,5,5,4,47000000,2,10,16,0
1591,4,4,5,4,50000000,2,49,20,0
1592,5,5,6,4,75000000,2,99,16,0
1594,5,5,6,4,170000000,2,99,16,2
1596,4,5,5,4,90000000,4,99,16,0
1599,4,4,5,4,80000000,6,45,1,0
1600,4,4,5,4,240000000,6,68,16,1
1601,4,5,6,4,75000000,4,99,16,0
1605,5,5,6,4,140000000,2,99,16,2
1606,5,5,6,4,250000000,2,99,16,1
1613,4,4,5,4,90000000,2,99,16,0
1615,4,4,5,4,120000000,6,99,16,2
1616,4,4,5,4,40000000,2,10,16,0
1617,4,5,5,4,13500000,1,128,1,0
1618,4,4,5,4,65000000,2,99,16,0
1624,5,5,6,4,225000000,2,48,1,1
1629,5,5,5,4,320000000,2,99,16,1
1636,5,5,6,4,250000000,2,99,16,1
1639,6,6,7,4,80000000,2,10,16,0
1641,5,5,6,4,190000000,2,106,16,2
1642,4,5,5,4,15000000,1,9,16,0
1645,4,4,5,4,75000000,4,99,16,0
1647,5,5,6,4,80000000,2,99,16,0
1650,3,3,4,4,160000000,0,144,16,2
1651,4,4,5,4,90000000,0,99,16,0
1652,4,4,5,4,95000000,4,99,16,0
1656,5,5,6,4,105000000,2,99,16,2
1657,5,5,6,4,140000000,2,99,16,2
1658,4,4,5,4,70000000,4,99,16,0
1659,4,4,5,4,55000000,6,99,16,0
1660,4,4,5,4,200000000,4,68,16,1
1661,4,4,5,4,65000000,4,99,16,0
1663,6,6,7,4,78000000,2,48,1,0
1670,4,5,5,4,200000000,6,148,1,1
1672,3,4,4,4,35000000,2,65,16,0
1680,4,4,5,4,60000000,2,10,16,0
1681,5,5,6,4,160000000,2,99,16,2
1682,5,5,6,4,220000000,2,99,16,1
1684,3,4,4,4,25000000,0,130,19,0
1689,5,5,5,4,110000000,6,144,16,2
1690,4,4,5,4,60000000,2,99,16,0
1691,5,5,6,4,60000000,2,10,16,0
1692,4,4,5,4,63000000,2,99,16,0
1693,4,4,5,4,60000000,4,99,16,0
1694,5,5,6,4,80000000,2,99,16,0
1696,5,5,6,4,106000000,2,99,16,2
1698,4,4,5,4,115000000,4,99,16,2
1701,4,4,5,4,80000000,4,99,16,0
1702,5,5,6,4,220000000,2,99,16,1
1704,4,4,5,4,135000000,2,42,1,2
1705,3,3,4,4,55000000,6,99,16,0
1707,4,4,4,4,55000000,6,99,16,0
1709,4,5,5,4,85000000,2,99,16,0
1710,4,4,4,4,55000000,2,99,16,0
1713,4,4,4,4,61000000,6,99,16,0
1721,4,4,5,4,60000000,2,10,16,0
1724,4,4,5,4,280000000,2,99,16,1
1726,3,5,4,4,35000000,4,48,1,0
1727,4,4,5,4,90000000,2,99,16,0
1728,4,4,5,4,52000000,6,99,16,0
1729,5,5,6,4,190000000,2,99,16,2
1737,4,4,5,4,60000000,2,10,16,0
1738,5,5,6,4,260000000,2,99,16,1
1741,4,5,5,4,19500000,4,105,18,0
1742,5,5,6,4,85000000,2,99,16,0
1743,5,6,6,4,65000000,2,99,16,0
1745,5,5,5,4,120000000,2,99,16,2
1746,3,5,5,4,20000000,1,13,16,0
1748,4,4,5,4,125000000,6,99,16,2
1749,4,4,5,4,76000000,4,99,16,0
1750,3,3,4,4,33000000,1,136,21,0
1751,4,4,5,4,130000000,2,99,16,2
1753,4,4,4,4,180000000,0,49,20,2
1758,4,4,5,4,80000000,2,99,16,0
1765,3,4,4,4,55000000,6,99,16,0
1769,4,4,5,4,80000000,2,99,16,0
1773,5,5,6,4,250000000,6,68,16,1
1775,5,5,6,4,250000000,2,64,16,1
1777,5,5,5,4,95000000,2,99,16,0
1780,3,3,4,4,35000000,4,106,16,0
1781,5,5,6,4,250000000,2,99,16,1
1782,6,6,6,4,100000000,2,103,1,2
1783,4,5,5,4,120000000,2,150,16,2
1792,5,5,6,4,90000000,2,99,16,0
1794,5,5,5,4,200000000,2,99,16,1
1795,4,4,4,4,150000000,6,99,16,2
1797,5,5,5,4,150000000,2,99,16,2
1801,4,4,5,4,165000000,4,104,1,2
1804,4,4,5,4,120000000,2,99,16,2
1805,4,4,5,4,55000000,2,99,16,0
1807,5,5,6,4,260000000,2,99,16,1
1810,5,5,5,4,120000000,2,99,16,2
1813,4,4,4,4,34000000,6,38,10,0
1815,4,4,5,4,60000000,6,99,16,0
1817,4,4,5,4,190000000,4,99,16,2
1820,4,4,5,4,68000000,4,99,16,0
1823,5,5,6,4,120000000,2,99,16,2
1825,5,5,6,4,99000000,2,99,16,2
1826,5,5,6,4,250000000,6,107,1,1
1827,4,4,5,4,145000000,6,144,16,2
1828,4,4,5,4,55000000,4,38,10,0
1829,4,4,5,4,65000000,4,99,16,0
1832,3,3,4,4,45000000,1,106,16,0
1835,6,6,7,4,80000000,2,10,16,0
1836,4,4,5,4,35000000,4,26,1,0
1841,4,4,5,4,55000000,4,99,16,0
1842,4,4,5,4,250000000,2,64,16,1
1844,4,4,5,4,58000000,6,99,16,0
1846,5,5,6,4,120000000,2,99,16,2
1847,3,5,5,4,15000000,1,65,16,0
1848,5,5,5,4,80000000,2,99,16,0
1852,5,5,6,4,100000000,2,99,16,2
1853,5,5,5,4,250000000,2,99,16,1
1857,4,5,5,4,315000000,2,107,1,1
1860,4,4,5,4,44000000,6,99,16,0
1861,5,5,6,4,185000000,2,99,16,2
1862,4,4,5,4,38000000,4,48,1,0
1865,4,4,5,4,61000000,4,99,16,0
1866,5,5,6,4,235000000,2,106,16,1
1871,4,4,5,4,60000000,2,10,16,0
1873,4,4,4,4,45000000,2,6,20,0
1875,5,5,6,4,125000000,2,99,16,2
1878,4,4,5,4,45000000,6,10,16,0
1883,5,5,6,4,135000000,2,99,16,2
1884,4,5,5,4,77000000,3,99,16,0
1886,5,5,5,4,170000000,2,64,16,2
1889,5,5,5,4,140000000,2,99,16,2
1892,5,6,6,4,125000000,2,99,16,2
1897,4,4,4,4,75000000,6,99,16,0
1909,4,4,5,4,70000000,4,99,16,0
1911,5,5,6,4,73000000,2,10,16,0
1913,4,5,5,4,75000000,2,10,16,0
1914,5,5,6,4,235000000,2,106,16,1
1915,6,5,5,4,100000000,2,99,16,2
1916,5,5,6,4,120000000,2,99,16,2
1923,4,4,5,4,60000000,4,99,16,0
1927,4,4,6,4,75000000,2,75,16,0
1928,5,5,5,4,90000000,2,89,1,0
1930,5,5,6,4,28000000,2,101,1,0
1931,3,4,4,4,65000000,0,10,16,0
1938,5,5,6,4,300000000,2,99,16,1
1942,4,4,6,4,65000000,1,59,3,0
1943,5,5,6,4,220000000,2,99,16,1
1944,4,4,4,4,50000000,4,10,16,0
1945,5,5,6,4,140000000,2,99,16,2
1946,4,5,5,4,70000000,2,99,16,0
1952,5,5,6,4,150000000,2,99,16,2
1953,5,5,5,4,170000000,2,19,1,2
1959,5,5,6,4,85000000,2,99,16,0
1960,4,4,5,4,280000000,2,68,16,1
1961,5,5,6,4,200000000,2,99,16,1
1962,3,5,5,4,22000000,1,55,16,0
1963,4,5,5,4,42000000,4,49,20,0
1964,4,4,5,4,120000000,2,99,16,2
1971,4,4,5,4,75000000,2,99,16,0
1972,5,5,6,4,200000000,2,99,16,1
1973,5,5,6,4,130000000,2,99,16,2
1974,5,5,6,4,90000000,2,99,16,0
1978,4,4,5,4,85000000,2,10,16,0
1979,5,5,6,4,125000000,2,99,16,2
1980,4,4,5,4,145000000,6,144,16,2
1984,4,4,5,4,65000000,4,10,16,0
1985,5,5,6,4,75000000,2,10,16,0
1986,4,5,5,4,220000000,2,99,16,1
1987,4,4,5,4,65000000,2,99,16,0
1990,3,3,5,4,17000000,5,79,18,0
1991,5,5,6,4,120000000,2,99,16,2
1994,3,4,4,4,28000000,0,85,1,0
1995,5,6,6,4,125000000,2,99,16,2
1998,4,4,5,4,12000000,1,49,20,0
1999,3,4,4,4,36000000,6,99,16,0
2000,4,4,5,4,85000000,6,99,16,0
2003,3,5,5,4,55000000,6,10,16,0
2004,5,6,7,4,108000000,2,99,16,2
2005,4,5,5,4,35000000,2,65,16,0
2006,6,5,7,4,155000000,2,75,16,2
2009,5,5,5,4,200000000,2,48,1,1
2011,5,5,6,4,250000000,2,99,16,1
2013,3,3,4,4,30000000,1,10,16,0
2015,4,4,5,4,27000000,1,10,16,0
2018,5,5,6,4,110000000,2,99,16,2
2019,4,4,5,4,120000000,6,47,1,2
2021,4,4,5,4,120000000,2,99,16,2
2022,4,4,5,4,75000000,6,89,1,0
2027,4,5,5,4,80000000,2,99,16,0
2034,3,3,4,4,38000000,6,10,16,0
2037,5,5,5,4,70000000,2,10,16,0
2039,5,5,6,4,300000000,2,99,16,1
2040,5,5,6,4,170000000,2,99,16,2
2042,4,5,5,4,120000000,2,99,16,2
2044,5,5,6,4,130000000,2,99,16,2
2045,5,5,6,4,235000000,2,106,16,1
2047,4,5,5,4,30000000,1,10,16,0
2048,4,4,5,4,76000000,2,99,16,0
2049,5,5,6,4,120000000,2,99,16,2
2051,6,6,6,4,160000000,2,76,16,2
2052,5,6,6,4,145000000,2,99,16,2
2053,4,4,5,4,70000000,6,99,16,0
2054,3,3,4,4,25000000,1,99,16,0
2057,5,5,6,4,72000000,2,10,16,0
2059,5,5,5,4,120000000,2,99,16,2
2060,4,5,5,4,200000000,2,99,16,1
2065,3,3,4,4,20800000,1,10,16,0
2067,5,6,6,4,85000000,2,99,16,0
2069,5,5,6,4,190000000,2,144,16,2
2072,4,4,5,4,65000000,4,99,16,0
2074,3,5,5,4,30000000,6,75,18,0
2075,4,4,5,4,60000000,2,136,21,0
2077,5,5,6,4,230000000,2,99,16,1
2080,4,4,5,4,65000000,2,99,16,0
2081,5,6,6,4,120000000,2,99,16,2
2082,5,5,6,4,85000000,2,99,16,0
2083,4,5,5,4,75000000,4,99,16,0
2087,4,5,4,4,70000000,4,99,16,0
2089,5,5,5,4,170000000,2,10,16,2
2097,4,4,4,4,70000000,2,10,16,0
2101,5,5,6,4,90000000,2,26,1,0
2102,4,4,5,4,98000000,6,142,1,2
2107,4,5,5,4,75000000,4,99,16,0
2108,5,5,6,4,130000000,2,99,16,2
2110,5,5,6,4,50000000,2,99,16,0
2112,4,4,5,4,78000000,2,99,16,0
2115,5,5,6,4,90000000,2,99,16,0
2119,5,5,5,4,150000000,2,99,16,2
2121,3,3,4,4,65000000,0,99,16,0
2122,5,5,6,4,65000000,2,99,16,0
2124,3,5,5,4,40000000,4,10,16,0
2125,4,4,5,4,75000000,2,10,16,0
2126,4,6,6,4,55000000,2,49,20,0
2129,4,4,4,4,35000000,1,134,11,0
2133,5,5,5,4,200000000,2,147,1,1
2134,4,4,5,4,250000000,4,68,16,1
2135,5,5,6,4,230000000,2,106,16,1
2136,4,4,5,4,75000000,6,47,1,0
2138,4,4,5,4,90000000,2,64,16,0
2139,5,5,6,4,90000000,2,99,16,0
2148,4,4,4,4,110000000,6,99,16,2
2149,5,5,6,4,120000000,1,99,16,2
2151,5,5,6,4,75000000,4,99,16,0
2152,5,5,6,4,130000000,2,99,16,2
2153,5,6,6,4,150000000,2,99,16,2
2155,5,5,6,4,280000000,2,99,16,1
2157,4,4,5,4,70000000,2,10,16,0
2158,5,5,6,4,130000000,6,99,16,2
2160,4,6,5,4,90000000,2,99,16,0
2161,5,5,6,4,165000000,2,99,16,2
2163,5,5,6,4,235000000,2,106,16,1
2166,4,4,5,4,70000000,4,77,1,0
2169,4,5,5,4,40000000,2,48,1,0
2171,5,5,6,4,58000000,2,17,18,0
2173,4,4,5,4,140000000,2,64,16,2
2174,5,5,6,4,90000000,2,99,16,0
2175,4,4,5,4,170000000,0,68,16,2
2177,6,6,6,4,70000000,2,99,16,0
2179,4,4,4,4,59000000,6,99,16,0
2181,5,5,5,4,250000000,2,99,16,1
2184,4,5,5,4,17000000,2,103,1,0
2186,3,3,4,4,25000000,3,55,16,0
2190,4,4,5,4,80000000,4,99,16,0
2195,5,5,6,4,60000000,6,41,1,0
2198,5,5,6,4,85000000,2,106,16,0
2202,4,5,5,4,85000000,2,99,16,0
2204,4,4,5,4,140000000,2,99,16,2
2207,4,5,5,4,130000000,4,99,16,2
2210,4,4,5,4,175000000,4,99,16,2
2211,4,4,5,4,280000000,2,68,16,1
2212,4,4,5,4,85000000,2,99,16,0
2214,3,4,5,4,55000000,6,99,16,0
2216,5,5,6,4,170000000,2,106,16,2
2217,4,5,5,4,47000000,6,99,16,0
2219,6,5,6,4,215000000,2,99,16,1
2221,4,4,4,4,90000000,2,99,16,0
2225,5,5,6,4,19000000,2,20,16,0
2228,4,4,5,4,40000000,4,10,16,0
2230,5,5,6,4,200000000,2,99,16,1
2231,4,4,5,4,70000000,1,4,9,0
2232,6,6,7,4,130000000,2,99,16,2
2234,5,5,6,4,85000000,2,99,16,0
2235,5,5,6,4,270000000,6,99,16,1
2246,4,5,5,4,90000000,2,99,16,0
2248,5,5,5,4,45000000,4,103,1,0
2249,4,4,5,4,110000000,2,99,16,2
2250,4,4,5,4,30000000,1,136,21,0
2251,5,6,6,4,85000000,2,99,16,0
2253,3,5,5,4,210000000,0,68,16,1
2254,4,4,5,4,280000000,2,68,16,1
2256,4,4,5,4,57000000,4,99,16,0
2258,5,5,5,4,160000000,2,99,16,2
2260,5,5,5,4,245000000,6,99,16,1
2263,4,5,5,4,75000000,2,101,1,0
2264,4,4,5,4,270000000,4,99,16,1
2265,4,5,5,4,67000000,3,99,16,0
2266,5,6,6,4,120000000,2,99,16,2
2267,4,4,5,4,50000000,6,49,20,0
2269,3,3,4,4,18000000,1,4,9,0
2270,5,5,6,4,80000000,2,99,16,0
2271,4,5,5,4,65000000,4,99,16,0
2272,3,4,4,4,30000000,1,10,16,0
2273,5,5,6,4,250000000,4,64,16,1
2278,3,4,4,4,45000000,6,85,1,0
2279,5,4,5,4,265000000,2,64,16,1
2281,5,6,7,4,95000000,2,99,16,0
2282,4,4,5,4,80000000,4,99,16,0
2285,5,4,5,4,26000000,2,67,16,0
2288,4,4,5,4,60000000,2,64,16,0
2289,5,5,5,4,110000000,2,99,16,2
2296,5,5,6,4,60000000,2,106,16,0
2298,5,5,5,4,300000000,2,99,16,1
2301,4,5,5,4,140000000,6,99,16,2
2303,4,5,5,4,90000000,2,99,16,0
2304,5,5,6,4,150000000,2,106,16,2
2305,3,3,4,4,45000000,0,142,1,0
2312,5,5,6,4,270000000,2,144,16,1
2313,5,5,6,4,165000000,2,99,16,2
2314,5,5,6,4,125000000,2,99,16,2
2316,4,5,5,4,140000000,2,99,16,2
2319,5,5,5,4,90000000,2,99,16,0
2322,4,5,5,4,90000000,2,99,16,0
2323,4,4,5,4,60000000,4,16,1,0
2325,4,4,5,4,80000000,4,89,1,0
2326,5,5,7,4,150000000,1,41,1,2
2327,5,5,6,4,105000000,2,99,16,2
2331,5,5,6,4,90000000,6,99,16,0
2338,4,5,5,4,55000000,6,19,1,0
2341,5,5,6,4,130000000,2,99,16,2
2342,3,5,5,4,13000000,1,65,16,0
2345,5,5,6,4,155000000,2,99,16,2
2348,4,5,5,4,45000000,6,100,1,0
2350,4,4,5,4,100000000,2,99,16,2
2351,5,5,6,4,90000000,2,106,16,0
2353,5,4,4,4,60000000,2,49,20,0
2354,4,4,5,4,150000000,6,144,16,2
2357,5,5,5,4,130000000,2,99,16,2
2359,5,6,6,4,75000000,2,99,16,0
2361,5,5,6,4,130000000,2,99,16,2
2375,5,5,6,4,90000000,2,99,16,0
2376,4,4,5,4,60000000,2,75,16,0
2379,5,5,6,4,100000000,2,10,16,2
2381,4,4,5,4,58000000,6,99,16,0
2391,4,5,5,4,75000000,4,99,16,0
2397,5,6,6,4,90000000,2,99,16,0
2401,4,4,5,4,85000000,2,99,16,0
2403,4,4,5,4,85000000,2,99,16,0
2405,4,5,5,4,150000000,0,132,11,2
2408,3,5,5,4,35000000,0,142,1,0
2409,3,3,4,4,40000000,1,103,1,0
2410,4,4,4,4,40000000,6,10,16,0
2417,5,5,6,4,140000000,4,99,16,2
2418,4,5,5,4,70000000,2,10,16,0
2420,5,5,6,4,235000000,2,106,16,1
2421,4,5,5,4,90000000,0,136,21,0
2424,4,5,5,4,75000000,4,99,16,0
2425,4,4,5,4,95000000,2,99,16,0
2430,6,6,7,4,300000000,2,99,16,1
2434,4,5,4,4,75000000,2,99,16,0
2436,4,5,5,4,120000000,6,142,1,2
2440,4,4,5,4,95000000,2,99,16,0
2442,4,5,5,4,85000000,2,99,16,0
2443,4,5,5,4,90000000,0,49,20,0
2445,4,4,5,4,60000000,4,99,16,0
2448,4,4,4,4,65000000,2,99,16,0
2455,4,4,5,4,63000000,4,99,16,0
2456,4,4,5,4,140000000,2,42,1,2
2457,5,5,6,4,90000000,6,99,16,0
2458,5,6,6,4,140000000,2,99,16,2
2462,4,4,5,4,75000000,4,99,16,0
2463,3,3,4,4,62000000,6,99,16,0
2465,4,4,5,4,160000000,6,68,16,2
2470,5,5,6,4,300000000,2,99,16,1
2474,5,5,6,4,60000000,2,10,16,0
2481,5,5,5,4,80000000,2,10,16,0
2482,5,6,6,4,80000000,2,99,16,0
2486,4,4,5,4,55000000,3,99,16,0
2494,4,4,5,4,55000000,4,99,16,0
2495,3,3,4,4,44000000,6,99,16,0
2496,4,5,5,4,55000000,0,10,16,0
2497,3,3,4,4,16000000,1,112,18,0
2498,4,5,5,4,3300000,0,6,20,0
2499,3,3,4,4,29000000,4,55,16,0
2500,5,5,6,4,150000000,2,48,1,2
2505,4,4,5,4,70000000,2,99,16,0
2506,5,5,5,4,220000000,2,99,16,1
2507,4,4,4,4,15500000,1,59,16,0
2508,5,5,6,4,250000000,2,99,16,1
2511,5,5,6,4,115000000,2,99,16,2
2512,4,5,5,4,140000000,2,99,16,2
2513,4,5,6,4,65000000,2,99,16,0
2517,5,5,5,4,130000000,2,99,16,2
2518,3,3,4,4,150000000,0,68,16,2
2519,5,6,6,4,250000000,2,148,1,1
2521,4,4,5,4,80000000,2,99,16,0
2523,4,5,6,4,90000000,2,99,16,0
2529,5,5,6,4,95000000,2,99,16,0
2532,4,5,5,4,78000000,4,99,16,0
2535,5,5,6,4,270000000,2,99,16,1
2536,4,4,4,4,65000000,6,149,1,0
2537,5,5,5,4,140000000,2,64,16,2
2539,4,4,5,4,75000000,4,99,16,0
2542,3,3,4,4,30000000,3,138,18,0
2545,5,5,6,4,100000000,6,143,2,2
2551,5,5,6,4,110000000,2,99,16,2
2553,5,5,6,4,200000000,2,104,1,1
2557,5,5,6,4,300000000,2,99,16,1
2558,5,5,6,4,95000000,2,99,16,0
2560,3,3,4,4,27000000,1,10,16,0
2564,5,4,5,4,25000000,2,106,16,0
2565,3,3,4,4,130000000,6,144,16,2
2567,5,5,6,4,140000000,2,99,16,2
2569,5,5,6,4,90000000,2,132,11,0
2573,6,6,6,4,40000000,1,10,16,0
2575,5,5,5,4,180000000,2,106,16,2
2576,4,4,5,4,67000000,6,99,16,0
2578,5,5,6,4,100000000,2,55,16,2
2582,4,4,4,4,24000000,1,73,16,0
2583,5,5,6,4,100000000,2,99,16,2
2588,5,5,6,4,85000000,2,99,16,0
2593,4,5,5,4,25000000,0,99,16,0
2594,4,4,5,4,280000000,2,68,16,1
2595,3,3,4,4,24000000,1,55,16,0
2598,4,4,5,4,50000000,4,99,16,0
2601,4,5,5,4,50000000,6,99,16,0
2607,4,4,5,4,55000000,6,10,16,0
2608,5,5,6,4,85000000,4,99,16,0
2609,5,5,6,4,130000000,2,99,16,2
2612,5,5,5,4,160000000,2,64,16,2
2613,4,4,5,4,190000000,4,99,16,2
2617,4,4,5,4,56000000,6,99,16,0
2618,4,4,5,4,95000000,2,99,16,0
2619,3,3,4,4,18700000,4,97,1,0
2620,5,5,6,4,185000000,2,99,16,2
2624,3,3,4,4,48000000,2,99,16,0
2626,4,4,5,4,68000000,4,99,16,0
2628,5,4,4,4,70000000,2,49,20,0
2630,5,5,5,4,85000000,2,99,16,0
2632,5,5,6,4,40000000,2,10,16,0
2633,5,5,5,4,150000000,1,136,21,2
2635,4,4,5,4,61000000,4,99,16,0
2639,5,5,6,4,130000000,2,99,16,2
2642,3,4,4,4,40000000,3,110,1,0
2643,4,4,5,4,70000000,6,99,16,0
2648,4,4,5,4,150000000,6,144,16,2
2649,4,5,5,4,60000000,6,149,1,0
2651,4,5,5,4,200000000,6,107,1,1
2654,5,5,6,4,135000000,2,99,16,2
2656,5,6,6,4,170000000,2,142,1,2
2659,5,5,6,4,280000000,2,99,16,1
2662,3,5,5,4,11500000,3,111,18,0
2663,4,4,5,4,130000000,4,144,16,2
2664,3,5,5,4,25000000,3,136,3,0
2666,5,5,6,4,95000000,2,99,16,0
2669,5,5,5,4,120000000,2,99,16,2
2670,5,6,6,4,300000000,2,99,16,1
2671,4,4,5,4,50000000,2,10,16,0
2673,5,5,6,4,90000000,2,99,16,0
2675,5,5,5,4,120000000,2,64,16,2
2677,4,4,5,4,90000000,2,99,16,0
2678,4,5,5,4,90000000,2,99,16,0
2680,4,4,5,4,80000000,2,99,16,0
2683,5,5,6,4,125000000,2,99,16,2
2684,5,5,6,4,96000000,2,99,16,0
2688,5,6,6,4,150000000,2,99,16,2
2692,4,4,5,4,90000000,2,99,16,0
2698,3,5,5,4,60000000,0,44,16,0
2701,3,5,5,4,13000000,0,49,20,0
2708,4,5,5,4,50000000,2,48,1,0
2712,5,5,5,4,150000000,2,64,16,2
2720,4,4,5,4,70000000,6,47,1,0
2725,6,5,7,4,145000000,2,75,16,2
2729,5,5,6,4,160000000,2,99,16,2
2731,3,4,4,4,25650000,1,10,16,0
2733,4,4,5,4,70000000,2,99,16,0
2737,5,6,6,4,120000000,2,99,16,2
2738,4,5,5,4,38900000,6,94,1,0
2739,4,4,6,4,65000000,1,59,16,0
2743,6,6,7,4,150000000,2,99,16,2
2744,3,3,4,4,38000000,0,89,1,0
2745,4,5,5,4,50000000,6,99,16,0
2747,6,6,6,4,14000000,2,49,20,0
2748,3,3,4,4,25000000,1,122,16,0
2749,4,4,5,4,75000000,4,99,16,0
2751,3,3,4,4,40000000,6,99,16,0
2754,4,4,5,4,66000000,2,10,16,0
2756,5,5,6,4,130000000,2,99,16,2
2758,4,5,5,4,40000000,2,64,16,0
2759,5,5,5,4,39000000,1,13,16,0
2765,4,4,5,4,80000000,6,99,16,0
2768,5,5,6,4,130000000,2,99,16,2
2770,4,5,5,4,100000000,0,150,16,2
2773,4,4,5,4,45000000,6,10,16,0
2774,4,4,5,4,180000000,6,68,16,2
2777,5,5,6,4,94000000,2,99,16,0
2778,4,4,4,4,45000000,6,99,16,0
2781,5,6,7,4,125000000,2,99,16,2
2783,4,4,5,4,125000000,2,99,16,2
2786,6,5,5,4,130000000,2,99,16,2
2792,4,4,4,4,75000000,2,99,16,0
2793,5,5,6,4,140000000,2,99,16,2
2794,4,4,4,4,18500000,1,99,16,0
2797,5,5,6,4,190000000,2,16,1,2
2799,4,4,5,4,80000000,6,64,16,0
2800,5,5,6,4,140000000,2,99,16,2
2801,5,5,6,4,165000000,2,149,1,2
2802,5,5,5,4,170000000,2,99,16,2
2806,4,4,5,4,60000000,4,99,16,0
2808,4,5,5,4,65000000,4,99,16,0
2815,4,5,5,4,13000000,1,49,20,0
2817,5,5,6,4,280000000,2,99,16,1
2818,6,6,7,4,115000000,2,99,16,2
2822,5,5,6,4,280000000,2,99,16,1
2825,5,5,5,4,95000000,2,99,16,0
2826,3,5,5,4,14000000,1,59,16,0
2827,3,3,4,4,120000000,2,99,16,2
2830,5,5,6,4,130000000,2,99,16,2
2833,5,5,6,4,140000000,2,99,16,2
2837,3,4,5,4,230000000,0,68,16,1
